Id,Indikator
11_3,"[‘Kecenderungan ekshibisionis, merasa mampu diterima secara sosial, ketergantungan sosial ‘,’ Bersemangat dan motivasi berprestasi ‘ , ‘Dikuasai emosi, menekankan masa lalu, tendensi impulsif, selforiented, introvert, banyak dikendalikan ketidaksa-daran, depresif ‘, ‘Penyesuaian diri baik ‘, ‘Kurang jantan / tidak pasti ‘, ‘Paranoia dan menampakkan fantasi, angan-angan ‘, ‘Psikosomatik pada pernafasan, memak-sakan diri, berpura-pura sebagai kompensasi perasan tidak menerima, tendensi menunjukkan senyum ‘, ‘Lancar , felksibel, seimbang dan merasa mampu ‘, ‘normal ‘, ‘Biasa, mudah menyatakan dorongan, tanpa hambatan, sebaliknya mungkin menyatakan kefleksbelan terhadap kontrolm seksuil ‘]"
12_3,"[‘Depresif, tidak mengakui kenyataan, tertekan secraa neurotis, kurang dorongan berprestasi ‘, ‘Perasaan sedih /tertekan ‘, ‘Memiliki adaptasi yang cukup baik, bersifat egosentris, insecure dan rigid, berusaha kontrol secara cermat ‘, ‘Penyesuaian diri baik ‘, ‘Tendensi hambatan dalam hubungan sosial, neourotis ‘, ‘Erotis protes/ kemungkinan ada konflik ‘, ‘Paranoia dan menampakkan fantasi, angan-angan ‘, ‘Melakukan Kontrol intelektual terhadap impuls-impuls atau dorongannya, Melakukan Kontrol intelektual terhadap impuls-impuls atau dorongannya ‘, ‘Kurang yakin pada kemampuan dan perkembanga dirinya ‘, ‘Pandangan tidak pasti, scizoprenic depressi, aktiviyas, produktif, guilty feelings berhubungan dengan permusuhan seksuil ‘, ‘Perasaan tidak pasti dalam kontak sosial, perasaan tidak mampu, permusuhan dan seksuil, guilty feeling dari sikap agresif ‘, ‘Wajar bagi anak kecil, Tendesi infantil (bagi orang dewasa) ‘, ‘ normal‘]"
13_3,"[‘Kecenderungan ekshibisionis, merasa mampu diterima secara sosial, ketergantungan sosial ‘, ‘Perasaan sedih /tertekan ‘, ‘Memiliki adaptasi yang cukup baik, bersifat egosentris, insecure dan rigid, berusaha kontrol secara cermat ‘, ‘Penuntut, menguasai, menentang kekuasaan, dorongan bermusuhan, yakin diri, anxiety, tegang, kerusakan otak organis, manic ‘, ‘Tekanan/ tuntutan kejantanan ‘, ‘Bermusuhan dan mengancam, bersemangatt, indikasi pamer terutama pada gadis, hoimoseksual. Histeris egoistik ‘, ‘Menentang oral dependency, independent ‘, ‘Kompensasi ketidak pastian , tak bisa mengambil keputusan takut bertanggung jawab, fantasi ‘, ‘Lancar , felksibel, seimbang dan merasa mampu ‘, ‘Menolak atau ketidaksediaan berhubungan dengan sosial. Psikopat, ingin berhubungan sosail tapi merasa kurang mampu, inferior, takut, dll. (pasif). (biasanya ada kombinasi dengan yang ada kancinya) ‘, ‘normal ‘, ‘Ketergantungan ‘]"
14_3,"[‘Kecenderungan ekshibisionis, merasa mampu diterima secara sosial, ketergantungan sosial ‘, ‘Bersemangat dan motivasi berprestasi ‘, ‘Dikuasai emosi, menekankan masa yang lalu, tendensi impulsif, self oriented, depresif tapi banyak frustasi, introfert, bayak dikendalikan ketaksadaran ‘, ‘Penuntut, menguasai, menentang kekuasaan, dorongan bermusuhan, yakin diri, anxiety, tegang, kerusakan otak organis, manic ‘, ‘Tendensi hambatan dalam hubungan sosial, neourotis ‘, ‘Sifat kekacauan pada individu ‘, ‘Bermusuhan dan mengancam, bersemangatt, indikasi pamer terutama pada gadis, hoimoseksual. Histeris egoistik ‘, ‘Tendensi orang depresif dengan kompensasi tertawa lebar ‘, ‘Melakukan Kontrol intelektual terhadap impuls-impuls atau dorongannya, Melakukan Kontrol intelektual terhadap impuls-impuls atau dorongannya ‘, ‘Lancar , felksibel, seimbang dan merasa mampu ‘, ‘Menolak atau ketidaksediaan berhubungan dengan sosial. Psikopat, ingin berhubungan sosail tapi merasa kurang mampu, inferior, takut, dll. (pasif). (biasanya ada kombinasi dengan yang ada kancinya) ‘, ‘Wajar bagi anak kecil, Tendesi infantil (bagi orang dewasa) ‘, ‘Narsistis (pemujaan terhadap pakaian) ‘ , ‘Sering dihubungkan dengan agresi seksuil yang dimunculkan, kurang masak seksuil ‘]"
15_3,"[‘Kecenderungan ekshibisionis, merasa mampu diterima secara sosial, ketergantungan sosial ‘, ‘Bersemangat dan motivasi berprestasi ‘, ‘Perasaan insecure dan tak pasti, berpikir pada hal-hal konkrit/ berpijak pada realita. Kebutuhan akan kepastian/depresif, kurang usaha, mudah menyerah, di dominasi oleh asadar, kebutuhan keseimbangan, kontrol, menunjukkan keseimbangan, ketenangan kestabilan (secara demonstratif) ‘, ‘Penyesuaian diri baik ‘, ‘Menentang oral dependency, independent ‘, ‘Kompensasi ketidak pastian , tak bisa mengambil keputusan takut bertanggung jawab, fantasi ‘ , ‘Lancar , felksibel, seimbang dan merasa mampu ‘, ‘Menolak atau ketidaksediaan berhubungan dengan sosial. Psikopat, ingin berhubungan sosail tapi merasa kurang mampu, inferior, takut, dll. (pasif). (biasanya ada kombinasi dengan yang ada kancinya) ‘, ‘Perasaan tertekan dan tergantung yang bersifat patologis, tidak mampu, perasaan kastrasi, kesulitan dalam menanggapi adanya dorongan seksuil ‘, ‘Perasaan tidak mampu, kurang efektif, sakit-sakitan, tertekan ‘, ‘Narsistis (pemujaan terhadap pakaian) ‘, ‘Ketergantungan pada ibu (egosentris) ‘]"
16_3,"[‘Depresif, tidak mengakui kenyataan, tertekan secraa neurotis, kurang dorongan berprestasi ‘ , ‘Perasaan sedih /tertekan ‘, ‘Kurang kuat pegangan, kurang mantap, berfantasi untuk nampak kuat. Mungkin takabur atau tak mau tahu, mungkin optimis terhadap kerjanya, memandang rendah terhadap orang lain, tendensi kurang yakin akan dirinya ‘, ‘Kurang berani tampil dan menyatakan diri, cemas, insecure, ragu, takut, tidak pasti, kontrol yang rigid yang didasari oleh rasa tertekan dan kurang mampu berkarya, depresif, kurang mampu dan kurang gairah, intelektual dan introversive, spiritual ‘, ‘Tendensi hambatan dalam hubungan sosial, neourotis ‘, ‘Merasa kurang jantan ‘, ‘Rasa ingin tau hal dosa, konflik voyourism ‘, ‘Tendensi orang depresif dengan kompensasi tertawa lebar ‘, ‘Kompensasi ketidak pastian , tak bisa mengambil keputusan takut bertanggung jawab, fantasi ‘, ‘mungkin rigid, penggabungan impils yang baik ‘, ‘Lancar , felksibel, seimbang dan merasa mampu ‘, ‘Cenderung ke arah paranoid ‘, ‘Tertekan, kontrol kaku terhadap seksualitas, ketergantungan pada orang lain ‘, ‘Kurang mantap pada kekuatan fisiknya ‘]"
17_3,"[‘Kecenderungan ekshibisionis, merasa mampu diterima secara sosial, ketergantungan sosial ‘ , ‘Bersemangat dan motivasi berprestasi ‘, ‘Kurang kuat pegangan, kurang mantap, berfantasi untuk nampak kuat. Mungkin takabur atau tak mau tahu, mungkin optimis terhadap kerjanya, memandang rendah terhadap orang lain, tendensi kurang yakin akan dirinya ‘ , ‘Penuntut, menguasai, menentang kekuasaan, dorongan bermusuhan, yakin diri, anxiety, tegang, kerusakan otak organis, manic ‘, ‘Tendensi hambatan dalam hubungan sosial, neourotis ‘, ‘Erotis protes/ kemungkinan ada konflik ‘, ‘Egosentris histeris, tidak masak, egosentris, regresi ‘, ‘Menerima dan membutuhkan ketergantungan, pasif ‘, ‘Kompensasi ketidak pastian , tak bisa mengambil keputusan takut bertanggung jawab, fantasi ‘, ‘Ketidakseimbangan emosi, konflik peran seksualnya ‘, ‘Cenderung ke arah paranoid’, ‘normal ‘, ‘Biasa, mudah menyatakan dorongan, tanpa hambatan, sebaliknya mungkin menyatakan kefleksbelan terhadap kontrolm seksuil ‘]"
18_3,"[‘Kecenderungan ekshibisionis, merasa mampu diterima secara sosial, ketergantungan sosial ‘, ‘Bersemangat dan motivasi berprestasi ‘, ‘Dikuasai emosi, menekankan masa yang lalu, tendensi impulsif, self oriented, depresif tapi banyak frustasi, introfert, bayak dikendalikan ketaksadaran ‘ , ‘Ada hambatan berhubungan dengan lingkungan, biasa nampak pada tendensi skizoid ‘, ‘Sifat kekacauan pada individu ‘, ‘Bermusuhan dan mengancam, bersemangatt, indikasi pamer terutama pada gadis, hoimoseksual. Histeris egoistik ‘, ‘Tendensi orang depresif dengan kompensasi tertawa lebar ‘, ‘Kesadaran pribadi goncang, keraguan ‘, ‘Adanya dorongan agresif ‘, ‘Kurang mampu mengontrol dorongan , mungkin permusuhan ‘, ‘Ambisi, kemauan lemah, merasa lemah, loyo ‘, ‘Cenderung ke arah paranoid ‘, ‘ normal‘]"
19_3,"[‘Wajar, normal‘, ‘Kaku dan bermusuhan, defensif terhadap permusuhan‘, ‘ Adanya dorongan agresif ‘, ‘Wajar bagi anak kecil, Tendesi infantil (bagi orang dewasa)‘, ‘Ambisi, kemauan lemah, merasa lemah, loyo‘, ‘Melengkung ke atas Psikosomatik pada pernafasan, memak-sakan diri, berpura-pura sebagai kom-pensasi perasan tidak menerima, tendensi menunjukkan senyum‘, ‘ Berusaha mencapai otoritas, ambivalensi ‘, ‘ normal‘, ‘Mencari perhatian, menunjukkan penyesuaian yang bersifat psikopatik (kurang wajar) (bila digambar wanita muda, lebih –lebih bila ditekankan bagian seksuilnya)‘, ‘ Tekanan/ tuntutan kejantanan‘, ‘ Cenderung ke arah paranoid‘, ‘Penyesuaian diri baik‘, ‘ Kecenderungan ekshibisionis, merasa mampu diterima secara sosial, ketergantungan sosial ‘, ‘Memiliki adaptasi yang cukup baik, bersifat egosentris, insecure dan rigid, berusaha kontrol secara cermat‘, ‘Bersemangat dan motivasi berprestasi‘]"
20_3,"[‘refleksi sikap kritis namun tidak menentang,kecenderungan kehalusan budi pekerti, kesopanan, cenderung menjaga, memelihara‘, ‘Ketidakseimbangan emosi, konflik peran seksualnya‘, ‘Kompensasi ketidak pastian , tak bisa mengambil keputusan takut bertanggung jawab, fantasi‘, ‘ Perasan tidak mampu, kurang efektif, sakit-sakitan, tertekan ‘,’Paranoia dan menampakkan fantasi, angan-angan‘, ‘Menentang oral dependency, independent‘,’Perasaan tertekan dan tergantung yang bersifat patologis, tidak mampu, perasaan kastrasi, kesulitan dalam menanggapi adanya dorongan seksuil’, ‘normal’,’ Biasa, mudah menyatakan dorongan, tanpa hambatan, sebaliknya mungkin menyatakan kefleksbelan terhadap kontrolm seksuil’,’ Erotis protes/ kemungkinan ada konflik’,’ Menolak atau ketidaksediaan berhubungan dengan sosial. Psikopat, ingion berhubungan sosail tapi merasa kurang mampu, inferior, takut, dll. (pasif). (biasanya ada kombinasi dengan yang ada kancinya)’, ‘Penuntut, menguasai, menentang kekuasaan, dorongan bermusuhan, yakin diri, anxiety, tegang, kerusakan otak organis, manic‘, ‘Depresif, tidak mengakui kenyataan, tertekan secraa neurotis, kurang dorongan berprestasi‘, ‘Dikuasai emosi, menekankan masa yang lalu, tendensi impulsif, self oriented, depresif tapi banyak frustasi, introfert, bayak dikendalikan ketaksadaran’,’Perasaan sedih /tertekan’]"
21_3,"[‘Wajar, normal’, ‘Ketidakseimbangan emosi, konflik peran seksualnya’, ‘Wajar bagi anak kecil, Tendesi infantil (bagi orang dewasa)’,’ Ada kemungkinan gangguan organis (misalnya, orang sering sakit, kerusakan otak, kemunduran, tendensi hipokondriasis, intelegensi kurang, pikirannya melayang (over) pada paranoid, terlalu membanggakan intelek, penekanan pada fantasi (pada anak-anak) aspirasi intelektuil (mungkin disertai orandiosity), kurang masak dalam instropeksi atau fantasi, simptom-simptom pada kepala’, ‘Paranoia dan menampakkan fantasi, angan-angan’,’ Psikosomatik pada pernafasan, memak-sakan diri, berpura-pura sebagai kom-pensasi perasan tidak menerima, tendensi menunjukkan senyum’, ‘normal’,’Kancing  di bawah garis tengah Ketergantungan pada ibu (egosentris)’, ‘Tekanan/ tuntutan kejantanan’,’ Menolak atau ketidaksediaan berhubungan dengan sosial. Psikopat, ingion berhubungan sosail tapi merasa kurang mampu, inferior, takut, dll. (pasif). (biasanya ada kombinasi dengan yang ada kancinya)’,’ Penyesuaian diri baik’,’ Kecenderungan ekshibisionis, merasa mampu diterima secara sosial, ketergantungan sosial’,’ Dikuasai emosi, menekankan masa yang lalu, tendensi impulsif, self oriented, depresif tapi banyak frustasi, introfert, bayak dikendalikan ketaksadaran’,’Bersemangat dan motivasi berprestasi’]"
22_3,"[‘Wajar, normal’,’ Lancar , felksibel, seimbang dan merasa mampu’,’ Kompensasi ketidak pastian , tak bisa mengambil keputusan takut bertanggung jawab, fantasi’,’ Perasan tidak mampu, kurang efektif, sakit-sakitan, tertekan’,’ Ambisius, usaha untuk sukses, mengharapkan perhatian dan kasih sayang’,’Perasaan tertekan dan tergantung yang bersifat patologis, tidak mampu, perasaan kastrasi, kesulitan dalam menanggapi adanya dorongan seksuil’, ‘normal’,’ Mencari perhatian, menunjukkan penyesuaian yang bersifat psikopatik (kurang wajar) (bila digambar wanita muda, lebih –lebih bila ditekankan bagian seksuilnya)’,’ Mencari perhatian, menunjukkan penyesuaian yang bersifat psikopatik (kurang wajar) (bila digambar wanita muda, lebih –lebih bila ditekankan bagian seksuilnya)’,’Sifat kekacauan pada individu’, ‘Perasaan tidak pasti dalam kontak sosial, perasaan tidak mampu, permusuhan dan seksuil, guilty feeling dari sikap agresif’, ‘Penyesuaian diri baik’, ‘Depresif, tidak mengakui kenyataan, tertekan secraa neurotis, kurang dorongan berprestasi’, ‘Perasaan insecure dan tak pasti, berpikir  pada hal-hal konkrit/ berpijak pada realita. Kebutuhan akan kepastian/depresif, kurang usaha, mudah menyerah, di dominasi oleh asadar, kebutuhan keseimbangan, kontrol, menunjukkan keseimbangan, ketenangan kestabilan (secara demonstratif)’,’Perasaan sedih /tertekan’]"
23_3,"[‘Wajar, normal’,’ Kompensasi ketidak pastian , tak bisa mengambil keputusan takut bertanggung jawab, fantasi’,’Perasan tidak mampu, kurang efektif, sakit-sakitan, tertekan’,’ Melakukan Kontrol intelektual terhadap impuls-impuls atau dorongannya’,’ Gangguan otak yang berhubungan dengan motorik’,’ Pikiran kacau’,’ oral agresif, .mengkritik terus dapat dikatakan sadisme’,’Perasaan tertekan dan tergantung yang bersifat patologis, tidak mampu, perasaan kastrasi, kesulitan dalam menanggapi adanya dorongan seksuil’,’normal’,’Sering dihubungkan dengan agresi seksuil yang dimunculkan, kurang masak seksuil’,’Suka menyerang'’,’Perasaan tidak pasti dalam kontak sosial, perasaan tidak mampu, permusuhan dan seksuil, guilty feeling dari sikap agresif’,’ Peka terhadap kritik’,’ Penolakan terhadap impuls fisik, kehilangan kebanggaan fisik, biasa digambar oleh anak-anak’,’ Penuntut, menguasai, menentang kekuasaan, dorongan bermusuhan, yakin diri, anxiety, tegang, kerusakan otak organis, manic’,’ Depresif, tidak mengakui kenyataan, tertekan secraa neurotis, kurang dorongan berprestasi’,’ Dikuasai emosi, menekankan masa yang lalu, tendensi impulsif, self oriented, depresif tapi banyak frustasi, introfert, bayak dikendalikan ketaksadaran’,’Perasaan sedih /tertekan’]"
