Id,Indikator,"Tendensi hambatan dalam hubungan sosial, neourotis","Ada kemungkinan gangguan organis (misalnya, orang sering sakit, kerusakan otak, kemunduran, tendensi hipokondriasis, intelegensi kurang, pikirannya melayang (over) pada paranoid, terlalu membanggakan intelek, penekanan pada fantasi (pada anak-anak) aspirasi intelektuil (mungkin disertai orandiosity), kurang masak dalam instropeksi atau fantasi, simptom-simptom pada kepala",Tendensi aspirasi lebih besar dari pada kemampuan,Normal
New Doc 2019-12-18 21.15.51_37,[‘Tendensi aspirasi lebih besar dari pada kemampuan‘],0,0,1,0
New Doc 2019-12-18 21.15.51_38,[‘Tendensi aspirasi lebih besar dari pada kemampuan‘],0,0,1,0
New Doc 2019-12-18 21.15.51_39,[‘Tendensi aspirasi lebih besar dari pada kemampuan‘],0,0,1,0
New Doc 2019-12-18 21.15.51_40,"[‘Ada kemungkinan gangguan organis (misalnya, orang sering sakit, kerusakan otak, kemunduran, tendensi hipokondriasis, intelegensi kurang, pikirannya melayang (over) pada paranoid, terlalu membanggakan intelek, penekanan pada fantasi (pada anak-anak) aspirasi intelektuil (mungkin disertai orandiosity), kurang masak dalam instropeksi atau fantasi, simptom-simptom pada kepala‘]",0,1,0,0
New Doc 2019-12-18 21.15.51_41,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_42,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_43,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_44,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_45,[‘Tendensi aspirasi lebih besar dari pada kemampuan‘],0,0,1,0
New Doc 2019-12-18 21.15.51_46,"[‘Ada kemungkinan gangguan organis (misalnya, orang sering sakit, kerusakan otak, kemunduran, tendensi hipokondriasis, intelegensi kurang, pikirannya melayang (over) pada paranoid, terlalu membanggakan intelek, penekanan pada fantasi (pada anak-anak) aspirasi intelektuil (mungkin disertai orandiosity), kurang masak dalam instropeksi atau fantasi, simptom-simptom pada kepala‘]",0,1,0,0
New Doc 2019-12-18 21.15.51_47,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_48,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_49,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_50,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_51,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_52,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_53,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_54,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_55,"[‘Ada kemungkinan gangguan organis (misalnya, orang sering sakit, kerusakan otak, kemunduran, tendensi hipokondriasis, intelegensi kurang, pikirannya melayang (over) pada paranoid, terlalu membanggakan intelek, penekanan pada fantasi (pada anak-anak) aspirasi intelektuil (mungkin disertai orandiosity), kurang masak dalam instropeksi atau fantasi, simptom-simptom pada kepala‘]",0,1,0,0
New Doc 2019-12-18 21.15.51_56,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_57,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_58,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_59,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_60,"[‘Ada kemungkinan gangguan organis (misalnya, orang sering sakit, kerusakan otak, kemunduran, tendensi hipokondriasis, intelegensi kurang, pikirannya melayang (over) pada paranoid, terlalu membanggakan intelek, penekanan pada fantasi (pada anak-anak) aspirasi intelektuil (mungkin disertai orandiosity), kurang masak dalam instropeksi atau fantasi, simptom-simptom pada kepala‘]",0,1,0,0
New Doc 2019-12-18 21.15.51_61,[‘Tendensi aspirasi lebih besar dari pada kemampuan‘],0,0,1,0
New Doc 2019-12-18 21.15.51_62,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_63,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_64,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_65,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_66,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_67,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_68,[‘Tendensi aspirasi lebih besar dari pada kemampuan‘],0,0,1,0
New Doc 2019-12-18 21.15.51_69,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_70,[‘Tendensi aspirasi lebih besar dari pada kemampuan‘],0,0,1,0
New Doc 2019-12-18 21.15.51_71,[‘Tendensi aspirasi lebih besar dari pada kemampuan‘],0,0,1,0
New Doc 2019-12-18 21.15.51_72,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_73,"[‘Ada kemungkinan gangguan organis (misalnya, orang sering sakit, kerusakan otak, kemunduran, tendensi hipokondriasis, intelegensi kurang, pikirannya melayang (over) pada paranoid, terlalu membanggakan intelek, penekanan pada fantasi (pada anak-anak) aspirasi intelektuil (mungkin disertai orandiosity), kurang masak dalam instropeksi atau fantasi, simptom-simptom pada kepala‘]",0,1,0,0
New Doc 2019-12-18 21.15.51_74,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_75,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_76,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_77,"[‘Ada kemungkinan gangguan organis (misalnya, orang sering sakit, kerusakan otak, kemunduran, tendensi hipokondriasis, intelegensi kurang, pikirannya melayang (over) pada paranoid, terlalu membanggakan intelek, penekanan pada fantasi (pada anak-anak) aspirasi intelektuil (mungkin disertai orandiosity), kurang masak dalam instropeksi atau fantasi, simptom-simptom pada kepala‘]",0,1,0,0
New Doc 2019-12-18 21.15.51_78,"[‘Ada kemungkinan gangguan organis (misalnya, orang sering sakit, kerusakan otak, kemunduran, tendensi hipokondriasis, intelegensi kurang, pikirannya melayang (over) pada paranoid, terlalu membanggakan intelek, penekanan pada fantasi (pada anak-anak) aspirasi intelektuil (mungkin disertai orandiosity), kurang masak dalam instropeksi atau fantasi, simptom-simptom pada kepala‘]",0,1,0,0
New Doc 2019-12-18 21.15.51_79,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_80,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_81,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_82,[‘Tendensi aspirasi lebih besar dari pada kemampuan‘],0,0,1,0
New Doc 2019-12-18 21.15.51_83,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_84,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_85,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_86,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_87,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_88,[‘Tendensi aspirasi lebih besar dari pada kemampuan‘],0,0,1,0
New Doc 2019-12-18 21.15.51_89,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_90,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_91,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_92,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_93,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_94,"[‘Ada kemungkinan gangguan organis (misalnya, orang sering sakit, kerusakan otak, kemunduran, tendensi hipokondriasis, intelegensi kurang, pikirannya melayang (over) pada paranoid, terlalu membanggakan intelek, penekanan pada fantasi (pada anak-anak) aspirasi intelektuil (mungkin disertai orandiosity), kurang masak dalam instropeksi atau fantasi, simptom-simptom pada kepala‘]",0,1,0,0
New Doc 2019-12-18 21.15.51_95,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_96,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_97,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_98,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_99,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_100,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_101,[‘Tendensi aspirasi lebih besar dari pada kemampuan‘],0,0,1,0
New Doc 2019-12-18 21.15.51_102,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_103,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_104,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_105,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_106,"[‘Ada kemungkinan gangguan organis (misalnya, orang sering sakit, kerusakan otak, kemunduran, tendensi hipokondriasis, intelegensi kurang, pikirannya melayang (over) pada paranoid, terlalu membanggakan intelek, penekanan pada fantasi (pada anak-anak) aspirasi intelektuil (mungkin disertai orandiosity), kurang masak dalam instropeksi atau fantasi, simptom-simptom pada kepala‘]",0,1,0,0
New Doc 2019-12-18 21.15.51_107,[‘Tendensi aspirasi lebih besar dari pada kemampuan‘],0,0,1,0
New Doc 2019-12-18 21.15.51_108,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_109,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_110,"[‘Ada kemungkinan gangguan organis (misalnya, orang sering sakit, kerusakan otak, kemunduran, tendensi hipokondriasis, intelegensi kurang, pikirannya melayang (over) pada paranoid, terlalu membanggakan intelek, penekanan pada fantasi (pada anak-anak) aspirasi intelektuil (mungkin disertai orandiosity), kurang masak dalam instropeksi atau fantasi, simptom-simptom pada kepala‘]",0,1,0,0
New Doc 2019-12-18 21.15.51_111,"[‘Ada kemungkinan gangguan organis (misalnya, orang sering sakit, kerusakan otak, kemunduran, tendensi hipokondriasis, intelegensi kurang, pikirannya melayang (over) pada paranoid, terlalu membanggakan intelek, penekanan pada fantasi (pada anak-anak) aspirasi intelektuil (mungkin disertai orandiosity), kurang masak dalam instropeksi atau fantasi, simptom-simptom pada kepala‘]",0,1,0,0
New Doc 2019-12-18 21.15.51_112,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_113,[‘Tendensi aspirasi lebih besar dari pada kemampuan‘],0,0,1,0
New Doc 2019-12-18 21.15.51_114,"[‘Ada kemungkinan gangguan organis (misalnya, orang sering sakit, kerusakan otak, kemunduran, tendensi hipokondriasis, intelegensi kurang, pikirannya melayang (over) pada paranoid, terlalu membanggakan intelek, penekanan pada fantasi (pada anak-anak) aspirasi intelektuil (mungkin disertai orandiosity), kurang masak dalam instropeksi atau fantasi, simptom-simptom pada kepala‘]",0,1,0,0
New Doc 2019-12-18 21.15.51_115,"[‘Ada kemungkinan gangguan organis (misalnya, orang sering sakit, kerusakan otak, kemunduran, tendensi hipokondriasis, intelegensi kurang, pikirannya melayang (over) pada paranoid, terlalu membanggakan intelek, penekanan pada fantasi (pada anak-anak) aspirasi intelektuil (mungkin disertai orandiosity), kurang masak dalam instropeksi atau fantasi, simptom-simptom pada kepala‘]",0,1,0,0
New Doc 2019-12-18 21.15.51_116,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_117,[‘Tendensi aspirasi lebih besar dari pada kemampuan‘],0,0,1,0
New Doc 2019-12-18 21.15.51_118,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_119,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_120,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_121,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_122,[‘Tendensi aspirasi lebih besar dari pada kemampuan‘],0,0,1,0
New Doc 2019-12-18 21.15.51_123,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_124,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_125,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_126,[‘Tendensi aspirasi lebih besar dari pada kemampuan‘],0,0,1,0
New Doc 2019-12-18 21.15.51_127,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_128,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_129,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_130,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_131,"[‘Ada kemungkinan gangguan organis (misalnya, orang sering sakit, kerusakan otak, kemunduran, tendensi hipokondriasis, intelegensi kurang, pikirannya melayang (over) pada paranoid, terlalu membanggakan intelek, penekanan pada fantasi (pada anak-anak) aspirasi intelektuil (mungkin disertai orandiosity), kurang masak dalam instropeksi atau fantasi, simptom-simptom pada kepala‘]",0,1,0,0
New Doc 2019-12-18 21.15.51_132,[‘Tendensi aspirasi lebih besar dari pada kemampuan‘],0,0,1,0
New Doc 2019-12-18 21.15.51_133,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_134,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_135,"[‘Ada kemungkinan gangguan organis (misalnya, orang sering sakit, kerusakan otak, kemunduran, tendensi hipokondriasis, intelegensi kurang, pikirannya melayang (over) pada paranoid, terlalu membanggakan intelek, penekanan pada fantasi (pada anak-anak) aspirasi intelektuil (mungkin disertai orandiosity), kurang masak dalam instropeksi atau fantasi, simptom-simptom pada kepala‘]",0,1,0,0
New Doc 2019-12-18 21.15.51_136,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_137,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_138,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_139,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_140,[‘Tendensi aspirasi lebih besar dari pada kemampuan‘],0,0,1,0
New Doc 2019-12-18 21.15.51_141,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_142,"[‘Ada kemungkinan gangguan organis (misalnya, orang sering sakit, kerusakan otak, kemunduran, tendensi hipokondriasis, intelegensi kurang, pikirannya melayang (over) pada paranoid, terlalu membanggakan intelek, penekanan pada fantasi (pada anak-anak) aspirasi intelektuil (mungkin disertai orandiosity), kurang masak dalam instropeksi atau fantasi, simptom-simptom pada kepala‘]",0,1,0,0
New Doc 2019-12-18 21.15.51_143,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_144,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_145,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_146,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_147,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_148,"[‘Ada kemungkinan gangguan organis (misalnya, orang sering sakit, kerusakan otak, kemunduran, tendensi hipokondriasis, intelegensi kurang, pikirannya melayang (over) pada paranoid, terlalu membanggakan intelek, penekanan pada fantasi (pada anak-anak) aspirasi intelektuil (mungkin disertai orandiosity), kurang masak dalam instropeksi atau fantasi, simptom-simptom pada kepala‘]",0,1,0,0
New Doc 2019-12-18 21.15.51_149,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_150,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_151,"[‘Ada kemungkinan gangguan organis (misalnya, orang sering sakit, kerusakan otak, kemunduran, tendensi hipokondriasis, intelegensi kurang, pikirannya melayang (over) pada paranoid, terlalu membanggakan intelek, penekanan pada fantasi (pada anak-anak) aspirasi intelektuil (mungkin disertai orandiosity), kurang masak dalam instropeksi atau fantasi, simptom-simptom pada kepala‘]",0,1,0,0
New Doc 2019-12-18 21.15.51_152,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_153,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_154,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_155,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_156,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_157,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_158,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_159,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_160,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_161,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_162,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_163,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_164,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_165,"[‘Ada kemungkinan gangguan organis (misalnya, orang sering sakit, kerusakan otak, kemunduran, tendensi hipokondriasis, intelegensi kurang, pikirannya melayang (over) pada paranoid, terlalu membanggakan intelek, penekanan pada fantasi (pada anak-anak) aspirasi intelektuil (mungkin disertai orandiosity), kurang masak dalam instropeksi atau fantasi, simptom-simptom pada kepala‘]",0,1,0,0
New Doc 2019-12-18 21.15.51_166,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_167,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_168,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_169,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_170,[‘Tendensi aspirasi lebih besar dari pada kemampuan‘],0,0,1,0
New Doc 2019-12-18 21.15.51_171,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_172,[‘Tendensi aspirasi lebih besar dari pada kemampuan‘],0,0,1,0
New Doc 2019-12-18 21.15.51_173,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_174,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_175,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_176,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_177,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_178,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_179,[‘Tendensi aspirasi lebih besar dari pada kemampuan‘],0,0,1,0
New Doc 2019-12-18 21.15.51_180,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_181,"[‘Ada kemungkinan gangguan organis (misalnya, orang sering sakit, kerusakan otak, kemunduran, tendensi hipokondriasis, intelegensi kurang, pikirannya melayang (over) pada paranoid, terlalu membanggakan intelek, penekanan pada fantasi (pada anak-anak) aspirasi intelektuil (mungkin disertai orandiosity), kurang masak dalam instropeksi atau fantasi, simptom-simptom pada kepala‘]",0,1,0,0
New Doc 2019-12-18 21.15.51_182,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_183,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_184,[‘Tendensi aspirasi lebih besar dari pada kemampuan‘],0,0,1,0
New Doc 2019-12-18 21.15.51_185,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_186,[‘Tendensi aspirasi lebih besar dari pada kemampuan‘],0,0,1,0
New Doc 2019-12-18 21.15.51_187,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_188,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_189,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_190,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_191,[‘Normal‘],0,0,0,1
